map_version,mean_median_diff,efficiency_gap,prop_dem_wins
2024 Actual,-0.005350370720337616,0.0548177631765247,0.8076923076923077
AB604 Proposed,0.01797804950223747,-0.11987792680751148,0.8269230769230769
